"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","1","ZBrush ile 3D kuyumculuk ve takı tasarımı yüz yüze kursu. Dijital mücevher modelleme ve 3D baskı prototipleme öğrenin!","118","735","Indexable",""
"https://unityverseacademy.com/urun/ingilizce-egitimi-ozel-ders-1442/","1","İngilizce Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. İngilizce Eğitimi Özel Ders, Özel Dersler kategorisinde.","148","866","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","1","Unreal Engine 5 ile metaverse ve sanal dünya geliştirme yüz yüze kursu. Web3, VR/AR teknolojileriyle geleceğe hazırlanın!","121","739","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","1","Desinatörlük ve tekstil desen tasarım birebir özel ders. Kişiye özel müfredatla desen çizim ve tasarım öğrenin!","111","666","Indexable",""
"https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","1","IT Danışmanlık Hizmeti Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. IT Danışmanlık Hizmeti Özel Ders, Özel Dersler kategorisinde.","158","958","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","1","Sosyal medya ve Google reklamcılığı üzerine canlı online eğitimimizle, dijital pazarlama dünyasında kendinizi geliştirip, profesyonel seviyeye ulaşabilirsiniz. Facebook, Instagram, YouTube, Google Ads gibi platformlarda etkili reklam kampanyala","244","1483","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","1","ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT, 3D Modelleme Eğitimleri kategorisinde.","227","1400","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","1","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze, Mimarlık Eğitimleri kategorisinde.","245","1502","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","1","Unreal Engine 5 ile metaverse geliştirme online canlı kursu. Evinizden sanal dünyalar oluşturmayı öğrenin. Kayıt için başvurun!","127","770","Indexable",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","1","Veri Yapıları Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Veri Yapıları Eğitimi Özel Ders, Özel Dersler kategorisinde.","156","912","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-1052/","1","ZBrush organik modelleme birebir online özel ders. Dijital sculpting ve karakter modellemeyi kişiye özel müfredatla öğrenin!","124","749","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat, Mimarlık Eğitimleri kategorisinde.","265","1604","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-online-egitimi-1528/","1","ZBrush ile organik ve karakter modelleme online kursu. Dijital sculpting ve anatomi becerisi kazanın!","101","610","Indexable",""
"https://unityverseacademy.com/urun/adobe-illustrator-onlinecanli-ozel-ders-835/","1","Adobe Illustrator birebir online özel ders. Vektörel grafik tasarım, logo ve illüstrasyon becerisi kazanın. Hemen başlayın!","123","729","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-online-canli-egitim-653/","1","Unreal Engine 5 ile sanal gerçeklik online canlı kursu. Evinizden VR uygulama geliştirmeyi öğrenin, projelerinizi uzman desteğiyle hayata geçirin.","146","873","Indexable",""
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","1","Kurumsal İletişim Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Kurumsal İletişim Eğitimi Özel Ders, Özel Dersler kategorisinde.","164","980","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-yuz-yuze-egitimi-1002/","1","Adobe Photoshop ve Illustrator grafik tasarım kursu yüz yüze. İki programı birlikte öğrenin, tasarım portföyünüzü oluşturun!","124","762","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-599/","1","Film ve animasyon projeleri için storyboard hazırlama becerisi kazandıran bu eğitim, katılımcılara görsel hikaye anlatımını öğretir. Eğitimde, karakter ve sahne tasarımı, kamera açıları, hareket analizleri ve anlatım akışı gibi teme","232","1376","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-yuz-yuze-egitim-783/","1","Adobe Photoshop grafik tasarım kursu yüz yüze eğitim. Fotoğraf düzenleme, dijital illüstrasyon ve baskı tasarımı öğrenin!","121","745","Indexable",""
"https://unityverseacademy.com/urun/turkce-egitimi-ozel-ders-1438/","1","Türkçe Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Türkçe Eğitimi Özel Ders, Özel Dersler kategorisinde.","142","850","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","1","Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders, Dijital Pazarlama Eğitimleri kategorisinde.","272","1596","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","1","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat, Mimarlık Eğitimleri kategorisinde.","233","1406","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","1","Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders, Özel Dersler kategorisinde.","190","1118","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-online-24-saat-1613/","1","Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat, Mimarlık Eğitimleri kategorisinde.","223","1354","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","1","3Ds Max Eğitimi, 3D modelleme, animasyon, görselleştirme ve render alma süreçlerinde profesyonel seviyeye ulaşmak isteyenler için kapsamlı bir eğitim programıdır. 3Ds Max, özellikle mimarlık, iç mimarlık, oyun tasarımı, film ve animasyon","237","1452","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-20-saat-1251/","1","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat, Animasyon Eğitimleri kategorisinde.","214","1349","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-minecraft-ile-kodlama-egitimi-1689/","1","Çocuklara özel Minecraft Education ile kodlama ve programlama kursu. Oyun oynayarak algoritmik düşünmeyi öğrensin! Hemen başvurun.","130","855","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","1","İnsan Kaynakları Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. İnsan Kaynakları Eğitimi Özel Ders, Özel Dersler kategorisinde.","162","974","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/","1","Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay, Oyun Geliştirme Eğitimleri kategorisinde.","214","1257","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","1","Proje Yönetimi Eğitimi, her türlü projeyi başarılı bir şekilde yönetmek, planlamak ve kontrol etmek isteyen profesyoneller için kapsamlı bir eğitim programıdır. Bu eğitim, proje yönetiminin temel ilkelerinden, projelerin zamanında ve büt","237","1408","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-ozel-ders-1056/","1","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Özel Ders – Sinema Sanatının Temelleri","84","530","Indexable",""
"https://unityverseacademy.com/blog-detay/3b-modelleme-egitimleri-zbrush-ileri-seviye-284/","1","Zbrush Eğitimi Tanıtımı","23","142","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-3d-modelleme-animasyon-ve-render-rehberi-280/","1","blender eğitimi kursu tanıtımı","30","178","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-1122/","1","Microsoft Excel programını sıfırdan öğrenmek isteyenlerden, mevcut bilgilerini ileri düzeye taşımak isteyen profesyonellere kadar geniş bir kitleye hitap eden kapsamlı bir eğitim programıdır. Excel, veri yönetimi, analiz ve raporlama işlem","239","1429","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","1","3dsmax eğitimi bilgilendirme yazısı","35","213","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-yuz-yuze-egitimi-614/","1","2B Çizgi Film ve Animasyon Yüz Yüze Eğitimi, katılımcılara geleneksel 2B animasyon tekniklerinden dijital 2B animasyon süreçlerine kadar kapsamlı bir eğitim sunar. Bu kurs, çizgi film dünyasına ilgi duyan ve animasyon tekniklerini öğrenmek","239","1464","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-blender-profesyonel-kullanim-rehberi-308/","1","Blender Eğitimi Tanıtım Yazısı","30","181","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","1","3Ds Max Eğitimi, 3D modelleme, animasyon, görselleştirme ve render alma süreçlerinde profesyonel seviyeye ulaşmak isteyenler için kapsamlı bir eğitim programıdır. 3Ds Max, özellikle mimarlık, iç mimarlık, oyun tasarımı, film ve animasyon","237","1452","Indexable",""
"https://unityverseacademy.com/urun/ayrik-matematik-discrete-mathematics-egitimi-ozel-ders-1431/","1","Ayrık Matematik (Discrete Mathematics) Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Ayrık Matematik (Discrete Mathematics) Eğitimi Özel Ders, Özel Dersler kategorisinde.","206","1264","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1481/","1","Unity ile sıfırdan 2D ve 3D oyun geliştirme yüz yüze kursu. Uzman eğitmenlerle uygulamalı oyun programlama öğrenin. Detaylar için tıklayın.","139","853","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-ozel-ders-1368/","1","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Özel Ders, Animasyon Eğitimleri kategorisinde.","262","1619","Indexable",""
"https://unityverseacademy.com/urun/bilgisayarli-muhasebe-egitimi-10-saat-1125/","1","Bilgisayarlı Muhasebe Eğitimi, muhasebe işlemlerini dijital ortamda hızlı, doğru ve verimli bir şekilde gerçekleştirmek isteyenler için kapsamlı bir eğitim programıdır. Günümüzde işletmelerin muhasebe süreçlerini yönetmek için bilgis","233","1396","Indexable",""
"https://unityverseacademy.com/urun/diferansiyel-denklemler-egitimi-ozel-ders-1434/","1","Diferansiyel Denklemler Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Diferansiyel Denklemler Eğitimi Özel Ders, Özel Dersler kategorisinde.","176","1052","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-ozel-ders-online-canli-egitim-100-saat-1303/","1","100 saatlik Unreal Engine 5 birebir online özel ders. Blueprint ve C++ ile oyun geliştirin, profesyonel portföyünüzü oluşturun.","127","754","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-canli-online-egitimi-585/","1","Yönetmenlik ve Sinematografiye Giriş Canlı (Online) Eğitimi, katılımcılara film yapım sürecinin temellerini, yönetmenlik ve sinematografi tekniklerini öğretir. Bu eğitimde, bir film ya da dizi projesinin yönetmeni olabilmek için gerekli ola","240","1405","Indexable",""
"https://unityverseacademy.com/urun/egitim-koclugu-ozel-ders-1439/","1","Eğitim Koçluğu Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Eğitim Koçluğu Özel Ders, Özel Dersler kategorisinde.","142","862","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-1489/","1","Grafik tasarım kursu ve video efekt uzmanlığı yüz yüze eğitimi. Uygulamalı Adobe eğitimiyle tasarımcı olun!","107","653","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-yuz-yuze-1539/","1","36 saatlik kapsamlı ZBrush sculpting yüz yüze kursu. Organik ve hard surface modelleme, brush tekniklerini derinlemesine öğrenin!","129","800","Indexable",""
"https://unityverseacademy.com/urun/matematik-egitimi-ozel-ders-1428/","1","Matematik Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Matematik Eğitimi Özel Ders, Özel Dersler kategorisinde.","148","900","Indexable",""
"https://unityverseacademy.com/blog-detay/maya-egitimi-285/","1","Maya eğitimi tanıtımı","21","129","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-online-1129/","1","Revit Eğitimi, mimarlık, mühendislik ve inşaat (AEC) sektörlerinde yaygın olarak kullanılan ve 3D BIM (Building Information Modeling) yazılımı olan Revit","153","922","Indexable",""
"https://unityverseacademy.com/sayfa/hakkimizda/25/","1","HAKKIMIZDA","10","83","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/3ds-max-egitimi-uv-mapping-ve-kaplama-yonetimi-305/","1","3DS Max Eğitimi Tanıtımı","24","153","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-yuz-yuze-24-saat-1612/","1","Profesyonel Mimari Render ve Etkileşim Eğitimi Yüz Yüze 24 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Profesyonel Mimari Render ve Etkileşim Eğitimi Yüz Yüze 24 Saat, Mimarlık Eğitimleri kategorisinde.","227","1388","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-1504/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze, Mimarlık Eğitimleri kategorisinde.","247","1486","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-yuz-yuze-egitim-654/","1","Unreal Engine 5 ile sanal gerçeklik (VR) geliştirme yüz yüze kursu. İmmersif VR projeleri oluşturmayı öğrenin. Uygulamalı eğitim!","129","778","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-ozel-ders-1300/","1","AutoCAD Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. AutoCAD Eğitimi Özel Ders, Mimarlık Eğitimleri kategorisinde.","151","920","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-1072/","1","Sosyal medya ve Google reklamcılığı üzerine canlı online eğitimimizle, dijital pazarlama dünyasında kendinizi geliştirip, profesyonel seviyeye ulaşabilirsiniz. Facebook, Instagram, YouTube, Google Ads gibi platformlarda etkili reklam kampanyala","244","1483","Indexable",""
