"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://unityverseacademy.com/uploads/p/p/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim_1.jpg?v=1696602726","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","115186","115186","115186","17,071","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,283","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim_1.jpg?v=1696602726","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/p/lineer-cebir-linear-algebra-egitimi-ozel-ders_1.jpg?v=1759324818","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","154855","154855","154855","22,950","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,078","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/lineer-cebir-linear-algebra-egitimi-ozel-ders_1.jpg?v=1759324818","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/p/veri-yapilari-egitimi-ozel-ders_1.jpg?v=1759324987","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","137863","137863","137863","20,431","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,244","Thu, 18 Jun 2026 12:16:26 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/veri-yapilari-egitimi-ozel-ders_1.jpg?v=1759324987","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/fm/IMG_503723.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","79814","79814","79814","11,828","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,250","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_503723.jpg","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/fm/IMG_511523.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","111709","111709","111709","16,555","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,065","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_511523.jpg","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/fm/image81.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","93506","93506","93506","13,858","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,258","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/image81.png","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat_1.jpg?v=1757507863","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","232513","232513","232513","34,458","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,240","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat_1.jpg?v=1757507863","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/fm/IMG_51482.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","57754","57754","57754","8,559","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,067","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_51482.jpg","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/fm/ITS-Badges_HTML-and-CSS_1200px.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","279279","279279","279279","41,389","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,068","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/ITS-Badges_HTML-and-CSS_1200px.png","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/p/p/profesyonel-3b-modelleme-dijital-sanat-programi-online_1.jpg?v=1757508001","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","188489","188489","188489","27,934","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,074","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/profesyonel-3b-modelleme-dijital-sanat-programi-online_1.jpg?v=1757508001","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/p/p/matematik-egitimi-ozel-ders_2.jpg?v=1757940484","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","425973","425973","425973","63,129","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,280","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/matematik-egitimi-ozel-ders_2.jpg?v=1757940484","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay_1.jpeg?v=1753521718","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","79877","79877","79877","11,838","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,254","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay_1.jpeg?v=1753521718","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-online-ozel-ders_1.jpg?v=1740657991","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","40647","40647","40647","6,024","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,276","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-online-ozel-ders_1.jpg?v=1740657991","2026-07-30 13:41:08"
"https://unityverseacademy.com/uploads/fm/ITS-Badges_JavaScript_1200px.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","280317","280317","280317","41,543","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,077","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/ITS-Badges_JavaScript_1200px.png","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/Kurucu_Eğitmen_Prof__Dr__Çetin_Kaya_Koç_pdf_13.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","203148","203148","203148","30,107","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,060","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/Kurucu_E%C4%9Fitmen_Prof__Dr__%C3%87etin_Kaya_Ko%C3%A7_pdf_13.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/bilgisayarli-muhasebe-egitimi_1.jpg?v=1757934855","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","439494","439494","439494","65,133","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,078","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/bilgisayarli-muhasebe-egitimi_1.jpg?v=1757934855","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze_1.webp?v=1780419433","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","141338","141338","141338","20,946","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,073","Thu, 18 Jun 2026 12:16:26 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze_1.webp?v=1780419433","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/Ders_Bilgileri1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","48827","48827","48827","7,236","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,072","Wed, 17 Jun 2026 19:04:45 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/Ders_Bilgileri1.png","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat_1.jpg?v=1762861033","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","59875","59875","59875","8,873","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,234","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat_1.jpg?v=1762861033","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/it-danismanlik-hizmeti-ozel-ders_1.jpg?v=1759325219","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","140578","140578","140578","20,834","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,260","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/it-danismanlik-hizmeti-ozel-ders_1.jpg?v=1759325219","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2025-02-25_at_12_02_26_(1)1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","114081","114081","114081","16,907","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,251","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2025-02-25_at_12_02_26_(1)1.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/IMG_492032.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","91267","91267","91267","13,526","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_492032.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/IMG_51152.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","111709","111709","111709","16,555","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,261","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_51152.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/IMG_50236.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","80961","80961","80961","11,998","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,239","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_50236.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/autocad-egitimi-ozel-ders_1.jpg?v=1757507038","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","175378","175378","175378","25,991","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,227","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/autocad-egitimi-ozel-ders_1.jpg?v=1757507038","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-online_1.jpg?v=1766155098","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","1253187","1253187","1253187","185,722","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,234","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/sketchupta-mimari-ve-ic-mek%C3%A2n-modelleme-egitimi-uygulamali-online_1.jpg?v=1766155098","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/fm/IMG_50372.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","79814","79814","79814","11,828","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,253","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_50372.jpg","2026-07-30 13:41:09"
"https://unityverseacademy.com/uploads/p/p/Autodesk-Fusion-360-Endustriyel-Urun-Tasarimi-Egitimi_1.jpg?v=1660636265","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","309796","309796","309796","45,912","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,255","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/Autodesk-Fusion-360-Endustriyel-Urun-Tasarimi-Egitimi_1.jpg?v=1660636265","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/IMG_51032.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","110921","110921","110921","16,438","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,262","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_51032.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/p/b/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu_2.webp?v=1779437508","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","27098","27098","27098","4,016","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,066","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/b/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu_2.webp?v=1779437508","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online_2.jpg?v=1761557200","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","59875","59875","59875","8,873","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,065","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online_2.jpg?v=1761557200","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/oyun_site_koyulcak2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","70334","70334","70334","10,423","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,066","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/oyun_site_koyulcak2.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/IMG_5148.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","57754","57754","57754","8,559","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,258","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_5148.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/p/p/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi_1.jpg?v=1759406018","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","168444","168444","168444","24,963","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,247","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi_1.jpg?v=1759406018","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/OYUN_ÖRNEK_SERTİFİKA25.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","162482","162482","162482","24,080","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,245","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/OYUN_O%CC%88RNEK_SERTI%CC%87FI%CC%87KA25.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/IMG_587153.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","80270","80270","80270","11,896","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,061","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_587153.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/p/p/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders_1.jpeg?v=1741954592","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","233699","233699","233699","34,634","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,246","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders_1.jpeg?v=1741954592","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/fm/IMG_510321.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","110921","110921","110921","16,438","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,251","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/IMG_510321.jpg","2026-07-30 13:41:10"
"https://unityverseacademy.com/uploads/p/p/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi_1.jpg?v=1762940099","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","145937","145937","145937","21,628","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,063","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi_1.jpg?v=1762940099","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders_2.jpg?v=1696601901","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","126693","126693","126693","18,776","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,070","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders_2.jpg?v=1696601901","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/fm/dijital_oyun_geliştirme_(1)26.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","84932","84932","84932","12,587","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,061","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/dijital_oyun_geli%C5%9Ftirme_(1)26.jpg","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/b/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi_1.webp?v=1779375143","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","19232","19232","19232","2,850","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,239","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/b/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi_1.webp?v=1779375143","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/fm/image80.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","46124","46124","46124","6,836","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,264","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/image80.png","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders_2.jpg?v=1696602480","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","113195","113195","113195","16,775","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,253","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders_2.jpg?v=1696602480","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2022-08-10_at_11_30_58_(2).jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","301417","301417","301417","44,670","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,244","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2022-08-10_at_11_30_58_(2).jpg","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/ispanyolca-egitimi-ozel-ders_1.jpg?v=1759326018","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","133877","133877","133877","19,841","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,246","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/ispanyolca-egitimi-ozel-ders_1.jpg?v=1759326018","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/diferansiyel-denklemler-egitimi-ozel-ders_1.jpg?v=1759325109","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","149885","149885","149885","22,213","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,065","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/diferansiyel-denklemler-egitimi-ozel-ders_1.jpg?v=1759325109","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat_2.jpg?v=1762861048","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","59875","59875","59875","8,873","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,265","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat_2.jpg?v=1762861048","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze_2.jpg?v=1765798374","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","557771","557771","557771","82,662","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,067","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze_2.jpg?v=1765798374","2026-07-30 13:41:11"
"https://unityverseacademy.com/uploads/p/p/turkce-egitimi-ozel-ders_1.jpg?v=1759325572","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","127595","127595","127595","18,910","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,269","Thu, 18 Jun 2026 12:14:51 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/turkce-egitimi-ozel-ders_1.jpg?v=1759325572","2026-07-30 13:41:11"
